input1	input2	input3	label
center	the	Yes, we can finish the puzzle together.	Yes, we can finish the center puzzle together.
commercial	One	One day, Anna has a good idea.	One commercial day, Anna has a good idea.
want	enjoyed	They all sat down and enjoyed their picnic together.	They all sat down and enjoyed want their picnic together.
system	away	He walked away.	He walked away system.
related	gave	She gave them both a hug and a sandwich.	She gave related them both a hug and a sandwich.
higher	safe	They were safe.	They were safe higher.
low	One	One day, children went on a safari.	One low day, children went on a safari.
october	He	He sees the cars and the bikes.	He october sees the cars and the bikes.
our	cool	It was so cool!	It was so cool our!
sure	The	The cat was safe and Max's owner was very happy.	The sure cat was safe and Max's owner was very happy.
class	about	They forget about the remote.	They forget about class the remote.
base	enough	It was big enough for two.	It was big enough base for two.
over	had	They only had their ball.	They only had over their ball.
growth	seen	She had never seen anything like it before!	She had never seen growth anything like it before!
working	by	You can help us by being good and by praying.	You can help us by working being good and by working praying.
edition	their	They ask their mom.	They ask their edition mom.
watch	She	She went to her mom and told her the plan.	She watch went to her mom and told her the plan.
start	deer	Bear smiled and waved goodbye to the deer.	Bear smiled and waved goodbye to the deer start.
newsletter	Ravens	Ravens are nice birds.	Ravens newsletter are nice birds.
log	felt	He felt very proud of himself.	He felt log very proud of himself.
come	not	They are not friends.	They are not come friends.
common	He	He would pass by lots of houses.	He common would pass by lots of houses.
music	It	It was very painful and Timmy started to cry.	It music was very painful and Timmy started to cry.
japan	a	Everybody was eating and having a good time.	Everybody was eating and having a japan good time.
sales	girl	The girl laughed and smiled.	The girl sales laughed and smiled.
chapter	over	Lily's mom came over and saw what happened.	Lily's mom came over chapter and saw what happened.
her	the	As he walked to the mailbox, he felt something strange.	As he walked to the her mailbox, he felt something strange.
includes	excited	Anna was excited.	Anna was excited includes.
across	He	He was happy.	He across was happy.
meet	hoped	They hoped Jake would forgive them.	They hoped meet Jake would forgive them.
blog	sing	Timmy loved to sing and talk into his microphone.	Timmy loved to sing blog and talk into his microphone.
money	very	She was very sad.	She was very money sad.
manager	You	You will not whistle.	You manager will not whistle.
models	rough	The poor rabbits were trapped in the rough cage.	The poor rabbits were trapped in the rough models cage.
storage	asked	They were friendly and asked her what her name was.	They were friendly and asked storage her what her name was.
rock	little	Once, there was a little bird.	Once, there was a little rock bird.
york	a	One day, Anna decided to make a tunnel cake.	One day, Anna decided to make a york tunnel cake.
watch	It	It was made of plastic.	It watch was made of plastic.
file	the	He wanted to release the dove.	He wanted to release the file dove.
become	like	My dad has one like that.	My dad has one like become that.
stop	under	He put it under the chimney.	He put it under stop the chimney.
issues	time	Every time he shopped, he found something new and special.	Every time issues he shopped, he found something new and special.
data	a	The car driver wanted to take a look at it.	The car driver wanted to take a data look at it.
thought	girl	The girl was worried, but her dad wasn't worried.	The girl thought was worried, but her dad wasn't worried.
member	Some	Some mushrooms are good, but some are bad.	Some member mushrooms are good, but some are bad.
title	very	They all came running and were very excited.	They all came running and were very title excited.
him	to	They liked to run and jump and laugh.	They liked to him run and jump and laugh.
availability	strips	One day, she made some strips of paper.	One day, she made some strips availability of paper.
class	jogged	They jogged together, buzzing with energy.	They jogged class together, buzzing with energy.
companies	then	But then, she realized she was lost.	But then companies, she realized she was lost.
job	Lily	Lily and Ben were playing in the park.	Lily job and Ben were playing in the park.
when	smile	Ben and Mia stop crying and smile.	Ben and Mia stop crying and smile when.
had	named	Once there was a monkey named Tom.	Once there was a monkey named had Tom.
action	looked	She looked for another book that she liked.	She looked action for another book that she liked.
then	The	The monster smiled and waved as she left.	The then monster smiled and waved as she left.
building	not	Lily and Ben did not know what to do.	Lily and Ben did not building know what to do.
latest	that	She tells him that the dog just wanted to play.	She tells him that latest the dog just wanted to play.
county	them	She saw them fighting over the book.	She saw them county fighting over the book.
item	wanted	Molly said she wanted to fly.	Molly said she wanted item to fly.
double	agreed	And everyone agreed.	And everyone agreed double.
delivery	a	It belonged to a little boy named Jack.	It belonged to a delivery little boy named Jack.
light	and	After a while, Lily got tired and wanted to rest.	After a while, Lily got tired and light wanted to rest.
music	match	I found a match!	I found a match music!
any	songs	They all sang songs together.	They all sang songs any together.
was	was	I was not nice to you.	I was was not nice to you.
light	proud	Peter smiled too; he felt proud of himself.	Peter smiled too; he felt proud light of himself.
writing	with	He takes a picture of her with his toy camera.	He takes a picture of her with writing his toy camera.
latest	silver	He could feel the cool, silver water all around him.	He could feel the cool, silver latest water all around him.
download	park	One day, she went to the park with her mommy.	One day, she went to the park download with her mommy.
conditions	from	He came back from the market.	He came back from conditions the market.
which	was	Lily was sad.	Lily was which sad.
directory	a	They learned a hard lesson that day.	They learned a directory hard lesson that day.
administration	truck	The truck is very loud and fast.	The truck administration is very loud and fast.
hard	day	One day, Tom and Mandy were walking through the forest.	One day hard, Tom and Mandy were walking through the forest.
things	was	Her mom said yes and she was really excited.	Her mom said yes and she was things really excited.
york	her	Her daughter ran to her with a big hug.	Her daughter ran to her york with a big hug.
remember	played	They played and had fun.	They played remember and had fun.
jan	there	Once upon a time, there was a person.	Once upon a time, there jan was a person.
environmental	of	One day the kangaroo found a box of treats.	One day the kangaroo found a box of environmental treats.
created	his	Tom stopped his jog and was scared.	Tom stopped his created jog and was scared.
media	was	Once upon a time there was a black cow.	Once upon a time there was media a black cow.
problems	sees	She sees Ben and his fire truck.	She sees problems Ben and his fire truck.
bay	The	The flowers are pink and yellow.	The bay flowers are pink and yellow.
held	them	He did not want to give them back.	He did not want to give them held back.
time	flute	He grabbed her flute and ran away.	He grabbed her flute time and ran away.
power	play	I want to play.	I want to play power.
loans	did	Tom did not like to play with the other animals.	Tom did loans not like to play with the other animals.
bay	towards	He saw a big dog coming towards him.	He saw a big dog coming towards bay him.
natural	around	So he looked around for something else.	So he looked around natural for something else.
health	to	Lily loved to paint with her bright colors.	Lily loved to health paint with her bright colors.
groups	kitchen	Her mom was in the kitchen, making cookies.	Her mom was in the kitchen groups, making cookies.
technical	hole	She wonders what lives in the hole.	She wonders what lives in the hole technical.
states	But	But her sister only laughed.	But states her sister only laughed.
engineering	wanted	But they also wanted to run away.	But they also wanted engineering to run away.
write	there	Once upon a time, there was a girl named Lily.	Once upon a time, there write was a girl named Lily.
discount	was	She was also very curious.	She was discount also very curious.
ask	can	The fish said â€œI can help you escape!	The fish said â €œI can ask help you escape!
did	to	Sam and Lily were friends who liked to play outside.	Sam and Lily were friends who liked to did play outside.
wide	grandma	Her grandma had made cookies that smelled so good.	Her grandma wide had made cookies that smelled so good.
been	girl	The brave little girl smiled to herself.	The brave little girl been smiled to herself.
room	He	He went to a restaurant and asked for the menu.	He room went to a restaurant and asked for the menu.
over	careful	But be careful.	But be careful over.
called	things	Ben likes modern things too.	Ben likes modern things called too.
daily	saw	She saw her friend, Tom.	She saw daily her friend, Tom.
kids	lots	They played together every day and had lots of fun.	They played together every day and had lots kids of fun.
poker	and	Tim and Kim are scared.	Tim and poker Kim are scared.
west	car	She did not like the car.	She did not like the car west.
beauty	both	They both wanted the elephant.	They both beauty wanted the elephant.
heart	sad	Anna and Ben are sad and angry.	Anna and Ben are sad heart and angry.
period	The	The dog was barking and wagging its tail.	The period dog was barking and wagging its tail.
where	He	He is surprised and worried.	He where is surprised and worried.
hours	had	They felt sad and wished they had not traded.	They felt sad and wished they had hours not traded.
make	worked	He worked hard to make the best smiles for everyone.	He worked make hard to make the best smiles for everyone.
rights	difference	And that's how the small kiss made an enormous difference.	And that's how the small kiss made an enormous difference rights.
little	was	It was red and round.	It was little red and round.
god	branch	They held hands and climbed up the branch.	They held hands and climbed up the branch god.
natural	his	He heard the door open and his sister came home.	He heard the door open and his natural sister came home.
around	shovel	He picked up his shovel and hit the castle.	He picked up his shovel around and hit the castle.
student	peach	She did not know which fruit was a peach.	She did not know which fruit was a peach student.
pay	skin	I did not have a drum skin.	I did not have a drum skin pay.
made	She	She was very gentle and cared for him.	She made was very gentle and cared for him.
professional	one	Then they decided to play catch one more time.	Then they decided to play catch one professional more time.
friends	pick	She wants to pick one, but they are too high.	She wants to pick friends one, but they are too high.
works	around	She sprayed the can all around the kitchen in circles.	She sprayed the can all around works the kitchen in circles.
simple	with	Mia saw a big hill with a lot of flowers.	Mia saw a big hill with simple a lot of flowers.
pro	and	One day, he found a bow and arrow.	One day, he found a bow and pro arrow.
availability	His	His friends thought that was a great idea.	His availability friends thought that was a great idea.
states	away	He pushes Lily away.	He pushes Lily away states.
simple	each	Lily and Ben hug each other.	Lily and Ben hug each simple other.
start	wonderful	He couldn't believe how wonderful it smelled.	He couldn't believe how wonderful start it smelled.
sony	happy	Jane was happy that her cooler was safe.	Jane was happy sony that her cooler was safe.
save	Timmy	Timmy was nervous, but he said yes.	Timmy save was nervous, but he said yes.
the	she	When Fluffy found Sue, she would meow loudly.	When Fluffy found Sue, she the would meow loudly.
seller	felt	Tom and Mia felt bad.	Tom and Mia felt seller bad.
every	bear	She said the bear was bad and dangerous.	She said the bear every was bad and dangerous.
planning	not	He did not know who it was.	He did not planning know who it was.
those	to	But his favorite thing to make was a little igloo.	But his favorite thing to those make was a little igloo.
along	a	They learned a lesson.	They learned a along lesson.
availability	Uncle	Finally, Uncle Barry made it across town.	Finally, Uncle availability Barry made it across town.
pics	on	He feels the wind on his face and laughs.	He feels the wind on pics his face and laughs.
press	had	Some children had a ball and others had a kite.	Some children had press a ball and others had press a kite.
agency	good	He was recording the movie for a good reason.	He was recording the movie for a good agency reason.
privacy	what	Lily's mom came into the room and saw what happened.	Lily's mom came into the room and saw what privacy happened.
council	and	But Lily didn't listen and kept chasing the butterfly.	But Lily didn't listen and council kept chasing the butterfly.
needed	to	Once there was a caterpillar who wanted to measure things.	Once there was a caterpillar who wanted to needed measure things.
annual	She	She was very happy with it.	She annual was very happy with it.
build	was	Once there was a fine little girl named Sarah.	Once there was build a fine little girl named Sarah.
application	and	Suddenly, it broke and the boy fell off.	Suddenly, it broke and application the boy fell off.
photo	owner	The grandma was very happy and thanked the store owner.	The grandma was very happy and thanked the store owner photo.
provides	The	The swan was shy and hid behind some reeds.	The provides swan was shy and hid behind some reeds.
result	a	Then, he got a bright idea.	Then, he got a result bright idea.
